repetition_bucket,variability,position_in_workload,source_path,measured_query_name,num_joins_in_user_query,num_joins_in_benchmark_query,redset_query_id
70%-80%,high_variability,53,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,227881
70%-80%,high_variability,54,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,230748
70%-80%,high_variability,55,imdb/benchmarks/job/22d.sql,rbk_0732_job_22d,6,10,226484
70%-80%,high_variability,56,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,191900
70%-80%,high_variability,57,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,230533
70%-80%,high_variability,58,imdb/benchmarks/job/23c.sql,rbk_0735_job_23c,7,10,217069
70%-80%,high_variability,59,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,199843
70%-80%,high_variability,60,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,230204
70%-80%,high_variability,61,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,2,7,229411
70%-80%,high_variability,62,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,230587
70%-80%,high_variability,63,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,228383
70%-80%,high_variability,64,imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,rbk_0223_ceb_11b_fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15,8,11,228772
70%-80%,high_variability,65,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,222775
70%-80%,high_variability,66,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,230507
70%-80%,high_variability,67,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,229288
70%-80%,high_variability,68,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,227941
70%-80%,high_variability,69,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,3,7,215860
70%-80%,high_variability,70,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,214935
70%-80%,high_variability,71,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,228839
70%-80%,high_variability,72,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,2,7,210858
70%-80%,high_variability,73,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,200243
70%-80%,high_variability,74,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,225807
70%-80%,high_variability,75,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,222568
70%-80%,high_variability,76,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,228359
70%-80%,high_variability,77,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,226015
70%-80%,high_variability,78,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,2,7,227814
70%-80%,high_variability,79,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,204779
70%-80%,high_variability,80,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,230605
70%-80%,high_variability,81,imdb/benchmarks/job/23c.sql,rbk_0735_job_23c,7,10,226988
70%-80%,high_variability,82,imdb/benchmarks/job/22d.sql,rbk_0732_job_22d,6,10,212545
70%-80%,high_variability,83,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,222094
70%-80%,high_variability,84,imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,rbk_0223_ceb_11b_fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15,8,11,228691
70%-80%,high_variability,85,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,223210
70%-80%,high_variability,86,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,218412
70%-80%,high_variability,87,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,2,7,224839
70%-80%,high_variability,88,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,3,7,230412
70%-80%,high_variability,89,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,205770
70%-80%,high_variability,90,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,227472
70%-80%,high_variability,91,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,207800
70%-80%,high_variability,92,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,203560
70%-80%,high_variability,93,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,201926
70%-80%,high_variability,94,imdb/benchmarks/job/22d.sql,rbk_0732_job_22d,6,10,195411
70%-80%,high_variability,95,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,206843
70%-80%,high_variability,96,imdb/benchmarks/job/23c.sql,rbk_0735_job_23c,7,10,192979
70%-80%,high_variability,97,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,198255
70%-80%,high_variability,98,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,190184
70%-80%,high_variability,99,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,2,7,191074
70%-80%,high_variability,100,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,191844
70%-80%,high_variability,101,imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,rbk_0223_ceb_11b_fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15,8,11,209228
70%-80%,high_variability,102,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,206597
70%-80%,high_variability,103,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,192136
70%-80%,high_variability,104,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,201253
70%-80%,high_variability,105,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,198520
70%-80%,high_variability,106,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,208554
70%-80%,high_variability,107,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,3,7,209243
70%-80%,high_variability,108,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,189683
70%-80%,high_variability,109,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,202645
70%-80%,high_variability,110,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,2,7,196863
70%-80%,high_variability,111,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,198301
70%-80%,high_variability,112,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,204969
70%-80%,high_variability,113,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,201600
70%-80%,high_variability,114,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,197105
70%-80%,high_variability,115,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,185372
70%-80%,high_variability,116,imdb/benchmarks/job/22d.sql,rbk_0732_job_22d,6,10,208406
70%-80%,high_variability,117,imdb/benchmarks/job/23c.sql,rbk_0735_job_23c,7,10,183877
70%-80%,high_variability,118,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,197300
70%-80%,high_variability,119,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,196178
70%-80%,high_variability,120,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,2,7,201119
70%-80%,high_variability,121,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,199872
70%-80%,high_variability,122,imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,rbk_0223_ceb_11b_fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15,8,11,204868
70%-80%,high_variability,123,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,204909
70%-80%,high_variability,124,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,187329
70%-80%,high_variability,125,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,2,7,186997
70%-80%,high_variability,126,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,3,7,188758
70%-80%,high_variability,127,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,194977
70%-80%,high_variability,128,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,204526
70%-80%,high_variability,129,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,112721
70%-80%,high_variability,130,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,115567
70%-80%,high_variability,131,imdb/benchmarks/job/31c.sql,rbk_0751_job_31c,6,10,114251
70%-80%,high_variability,132,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,2,7,105898
70%-80%,high_variability,133,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,2,7,122831
70%-80%,high_variability,134,imdb/benchmarks/job/22c.sql,rbk_0731_job_22c,7,10,110240
70%-80%,high_variability,135,imdb/benchmarks/job/8b.sql,rbk_0756_job_8b,1,6,112170
70%-80%,high_variability,136,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,2,7,107493
70%-80%,high_variability,137,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,118286
70%-80%,high_variability,138,imdb/benchmarks/job/8a.sql,rbk_0755_job_8a,1,6,116190
70%-80%,high_variability,139,imdb/benchmarks/job/26c.sql,rbk_0743_job_26c,8,11,107276
70%-80%,high_variability,140,imdb/benchmarks/job/10a.sql,rbk_0685_job_10a,1,6,121669
70%-80%,high_variability,141,imdb/benchmarks/ceb/10a/feab1842e30c452abd391c3326d9e4ff34c6dc11.sql,rbk_0191_ceb_10a_feab1842e30c452abd391c3326d9e4ff34c6dc11,1,6,106826
70%-80%,high_variability,142,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,118453
70%-80%,high_variability,143,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,2,7,111564
70%-80%,high_variability,144,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,110700
70%-80%,high_variability,145,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,3,7,120042
70%-80%,high_variability,146,imdb/benchmarks/ceb/10a/fe908e2b6537a8d6acfd277573458dce0e168e28.sql,rbk_0190_ceb_10a_fe908e2b6537a8d6acfd277573458dce0e168e28,1,6,121015
70%-80%,high_variability,147,imdb/benchmarks/job/17a.sql,rbk_0710_job_17a,1,6,119687
70%-80%,high_variability,148,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,2,7,120982
70%-80%,high_variability,149,imdb/benchmarks/ceb/10a/fe466f77ec0cd3dca2c428d45227925db297555a.sql,rbk_0189_ceb_10a_fe466f77ec0cd3dca2c428d45227925db297555a,1,6,108224
70%-80%,high_variability,150,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,2,7,115911
70%-80%,high_variability,151,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,113040
70%-80%,high_variability,152,imdb/benchmarks/job/8a.sql,rbk_0755_job_8a,1,6,103595
70%-80%,high_variability,153,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,2,7,109777
70%-80%,high_variability,154,imdb/benchmarks/job/31c.sql,rbk_0751_job_31c,6,10,110011
70%-80%,high_variability,155,imdb/benchmarks/ceb/10a/feab1842e30c452abd391c3326d9e4ff34c6dc11.sql,rbk_0191_ceb_10a_feab1842e30c452abd391c3326d9e4ff34c6dc11,1,6,115215
70%-80%,high_variability,156,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,110611
70%-80%,high_variability,157,imdb/benchmarks/job/10a.sql,rbk_0685_job_10a,1,6,115479
70%-80%,high_variability,158,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,2,7,102525
70%-80%,high_variability,159,imdb/benchmarks/job/22c.sql,rbk_0731_job_22c,7,10,106539
70%-80%,high_variability,160,imdb/benchmarks/job/26c.sql,rbk_0743_job_26c,8,11,105591
70%-80%,high_variability,161,imdb/benchmarks/job/8b.sql,rbk_0756_job_8b,1,6,120598
70%-80%,high_variability,162,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,2,7,107246
70%-80%,high_variability,163,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,3,7,121771
70%-80%,high_variability,164,imdb/benchmarks/job/17a.sql,rbk_0710_job_17a,1,6,106080
70%-80%,high_variability,165,imdb/benchmarks/ceb/10a/fe466f77ec0cd3dca2c428d45227925db297555a.sql,rbk_0189_ceb_10a_fe466f77ec0cd3dca2c428d45227925db297555a,1,6,106110
70%-80%,high_variability,166,imdb/benchmarks/ceb/10a/fe908e2b6537a8d6acfd277573458dce0e168e28.sql,rbk_0190_ceb_10a_fe908e2b6537a8d6acfd277573458dce0e168e28,1,6,110012
70%-80%,high_variability,167,imdb/benchmarks/ceb/10a/fe908e2b6537a8d6acfd277573458dce0e168e28.sql,rbk_0190_ceb_10a_fe908e2b6537a8d6acfd277573458dce0e168e28,1,6,204648
70%-80%,high_variability,168,imdb/benchmarks/job/17a.sql,rbk_0710_job_17a,1,6,216396
70%-80%,high_variability,169,imdb/benchmarks/job/31c.sql,rbk_0751_job_31c,6,10,205298
70%-80%,high_variability,170,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,2,7,221450
70%-80%,high_variability,171,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,2,7,231350
70%-80%,high_variability,172,imdb/benchmarks/job/22c.sql,rbk_0731_job_22c,7,10,231393
70%-80%,high_variability,173,imdb/benchmarks/job/8b.sql,rbk_0756_job_8b,1,6,218296
70%-80%,high_variability,174,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,2,7,202660
70%-80%,high_variability,175,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,214060
70%-80%,high_variability,176,imdb/benchmarks/job/8a.sql,rbk_0755_job_8a,1,6,231268
70%-80%,high_variability,177,imdb/benchmarks/job/26c.sql,rbk_0743_job_26c,8,11,224885
70%-80%,high_variability,178,imdb/benchmarks/job/10a.sql,rbk_0685_job_10a,1,6,230852
70%-80%,high_variability,179,imdb/benchmarks/ceb/10a/feab1842e30c452abd391c3326d9e4ff34c6dc11.sql,rbk_0191_ceb_10a_feab1842e30c452abd391c3326d9e4ff34c6dc11,1,6,227330
70%-80%,high_variability,180,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,200849
70%-80%,high_variability,181,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,3,7,204885
70%-80%,high_variability,182,imdb/benchmarks/ceb/10a/fe908e2b6537a8d6acfd277573458dce0e168e28.sql,rbk_0190_ceb_10a_fe908e2b6537a8d6acfd277573458dce0e168e28,1,6,227064
70%-80%,high_variability,183,imdb/benchmarks/job/17a.sql,rbk_0710_job_17a,1,6,229245
70%-80%,high_variability,184,imdb/benchmarks/job/16a.sql,rbk_0706_job_16a,2,7,228432
70%-80%,high_variability,185,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,2,7,224902
70%-80%,high_variability,186,imdb/benchmarks/ceb/10a/fe466f77ec0cd3dca2c428d45227925db297555a.sql,rbk_0189_ceb_10a_fe466f77ec0cd3dca2c428d45227925db297555a,1,6,224219
70%-80%,low_variability,1,imdb/benchmarks/ceb/8a/8a99.sql,rbk_0577_ceb_8a_8a99,2,11,536752
70%-80%,low_variability,2,imdb/benchmarks/ceb/8a/8a99.sql,rbk_0577_ceb_8a_8a99,2,11,105964
70%-80%,low_variability,3,imdb/benchmarks/ceb/8a/8a99.sql,rbk_0577_ceb_8a_8a99,2,11,444369
70%-80%,low_variability,4,imdb/benchmarks/ceb/8a/8a99.sql,rbk_0577_ceb_8a_8a99,2,11,401706
70%-80%,low_variability,5,imdb/benchmarks/ceb/8a/8a98.sql,rbk_0576_ceb_8a_8a98,2,11,108646
70%-80%,low_variability,6,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,325450
70%-80%,low_variability,7,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,162223
70%-80%,low_variability,8,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,63811
70%-80%,low_variability,9,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,239925
70%-80%,low_variability,10,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,431546
70%-80%,low_variability,11,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,226870
70%-80%,low_variability,12,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,406357
70%-80%,low_variability,13,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,429937
70%-80%,low_variability,14,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,90655
70%-80%,low_variability,15,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,230794
70%-80%,low_variability,16,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,318807
70%-80%,low_variability,17,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,541440
70%-80%,low_variability,18,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,412807
70%-80%,low_variability,19,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,259440
70%-80%,low_variability,20,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,267332
70%-80%,low_variability,21,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,584382
70%-80%,low_variability,22,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,114887
70%-80%,low_variability,23,imdb/benchmarks/ceb/8a/8a97.sql,rbk_0575_ceb_8a_8a97,2,11,1209437
70%-80%,low_variability,24,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1291161
70%-80%,low_variability,25,imdb/benchmarks/ceb/8a/8a97.sql,rbk_0575_ceb_8a_8a97,2,11,1385943
70%-80%,low_variability,26,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1275092
70%-80%,low_variability,27,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1441609
70%-80%,low_variability,28,imdb/benchmarks/ceb/8a/8a97.sql,rbk_0575_ceb_8a_8a97,2,11,1180702
70%-80%,low_variability,29,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1301798
70%-80%,low_variability,30,imdb/benchmarks/ceb/8a/8a96.sql,rbk_0574_ceb_8a_8a96,2,11,1459470
70%-80%,low_variability,31,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1341472
70%-80%,low_variability,32,imdb/benchmarks/ceb/8a/8a95.sql,rbk_0573_ceb_8a_8a95,2,11,1404126
70%-80%,low_variability,33,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,1163017
70%-80%,mid_variability,1,imdb/benchmarks/ceb/8a/8a99.sql,rbk_0577_ceb_8a_8a99,3,11,73680
70%-80%,mid_variability,2,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,73083
70%-80%,mid_variability,3,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,66317
70%-80%,mid_variability,4,imdb/benchmarks/job/8d.sql,rbk_0758_job_8d,1,6,81912
70%-80%,mid_variability,5,imdb/benchmarks/job/10c.sql,rbk_0687_job_10c,1,6,75025
70%-80%,mid_variability,6,imdb/benchmarks/job/18c.sql,rbk_0718_job_18c,1,6,70626
70%-80%,mid_variability,7,imdb/benchmarks/job/10b.sql,rbk_0686_job_10b,1,6,66083
70%-80%,mid_variability,8,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,75400
70%-80%,mid_variability,9,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,75026
70%-80%,mid_variability,10,imdb/benchmarks/job/8b.sql,rbk_0756_job_8b,1,6,81026
70%-80%,mid_variability,11,imdb/benchmarks/job/17e.sql,rbk_0714_job_17e,1,6,69722
70%-80%,mid_variability,12,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,66365
70%-80%,mid_variability,13,imdb/benchmarks/job/8a.sql,rbk_0755_job_8a,1,6,93867
70%-80%,mid_variability,14,imdb/benchmarks/job/10a.sql,rbk_0685_job_10a,1,6,78635
70%-80%,mid_variability,15,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,80528
70%-80%,mid_variability,16,imdb/benchmarks/job/18b.sql,rbk_0717_job_18b,1,6,68264
70%-80%,mid_variability,17,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,69144
70%-80%,mid_variability,18,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,83149
70%-80%,mid_variability,19,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,81027
70%-80%,mid_variability,20,imdb/benchmarks/job/17a.sql,rbk_0710_job_17a,1,6,97812
70%-80%,mid_variability,21,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,80873
70%-80%,mid_variability,22,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,71672
70%-80%,mid_variability,23,imdb/benchmarks/ceb/10a/feab1842e30c452abd391c3326d9e4ff34c6dc11.sql,rbk_0191_ceb_10a_feab1842e30c452abd391c3326d9e4ff34c6dc11,1,6,93887
70%-80%,mid_variability,24,imdb/benchmarks/ceb/10a/fe908e2b6537a8d6acfd277573458dce0e168e28.sql,rbk_0190_ceb_10a_fe908e2b6537a8d6acfd277573458dce0e168e28,1,6,68613
70%-80%,mid_variability,25,imdb/benchmarks/ceb/10a/fe466f77ec0cd3dca2c428d45227925db297555a.sql,rbk_0189_ceb_10a_fe466f77ec0cd3dca2c428d45227925db297555a,1,6,74239
70%-80%,mid_variability,26,imdb/benchmarks/ceb/10a/fe2eb3a8d76a12f5a5487e0a328bd294353322ca.sql,rbk_0188_ceb_10a_fe2eb3a8d76a12f5a5487e0a328bd294353322ca,1,6,74820
70%-80%,mid_variability,27,imdb/benchmarks/ceb/10a/fde055219af175b5eb19a7dc52449920e4abac50.sql,rbk_0187_ceb_10a_fde055219af175b5eb19a7dc52449920e4abac50,1,6,71515
70%-80%,mid_variability,28,imdb/benchmarks/ceb/10a/fd4b8a0b054d271c165b33f400cbe960df4eaeaf.sql,rbk_0186_ceb_10a_fd4b8a0b054d271c165b33f400cbe960df4eaeaf,1,6,97785
70%-80%,mid_variability,29,imdb/benchmarks/ceb/10a/fd4595b17e8893f1919f57c23633b6707a56ee56.sql,rbk_0185_ceb_10a_fd4595b17e8893f1919f57c23633b6707a56ee56,1,6,68499
70%-80%,mid_variability,30,imdb/benchmarks/ceb/10a/fd26fe6762a3823baca81ef3c51ead7cf3c5e955.sql,rbk_0184_ceb_10a_fd26fe6762a3823baca81ef3c51ead7cf3c5e955,1,6,70229
